Transaction_Amount,Transaction_Type,Time_Since_Last,Account_Age,Transactions_Last_24h,Is_Fraud
1285.5,1,1299.3452,48,13,0
2209.02,1,881.5179,37,4,0
774.66,2,1031.8397,33,9,0
1472.06,3,1199.5989,3,20,0
847.09,3,2536.8866,29,13,0
1843.1,2,1298.2631,62,14,0
409.92,1,1419.8001,81,8,0
1344.98,0,786.082,2,9,0
749.76,0,1229.4151,59,21,0
1016.25,2,1081.3592,74,14,0
1168.58,0,940.9192,52,10,0
2506.74,3,866.9424,20,7,0
874.96,0,440.0495,71,9,0
545.91,3,445.086,67,16,1
921.17,2,2377.6837,77,11,0
1625.85,1,1808.2371,108,5,0
2225.31,3,1993.324,29,9,0
1216.09,1,1200.7684,89,14,0
2043.08,3,562.5064,81,16,0
1105.1,3,380.9935,45,10,1
404.05,3,1205.6971,116,15,1
1865.53,1,838.795,84,5,0
2422.09,3,1281.3851,104,8,0
303.64,0,476.487,13,8,0
171.71,2,642.7571,89,7,0
3253.44,2,1406.5811,1,6,0
582.58,0,950.3772,84,13,0
1365.09,1,891.9635,99,5,0
2497.53,3,315.9856,36,13,1
1069.77,1,1683.3641,12,14,0
2064.33,2,506.7784,71,10,0
1165.16,3,1484.3143,99,8,0
1810.34,2,464.3905,119,9,0
1255.52,1,289.7123,92,11,0
1937.26,3,1264.019,87,15,0
464.43,2,765.5481,109,4,0
676.68,0,956.8708,107,12,0
412.87,1,613.4235,116,6,0
349.56,0,858.637,51,5,0
1573.41,2,1043.761,91,10,0
221.3,0,1180.5275,102,13,0
3565.36,0,427.0448,19,13,0
69.12,1,354.9782,89,8,0
107.61,1,289.3317,100,16,1
257.96,0,1092.2303,16,8,0
792.55,2,586.5379,49,15,0
872.08,0,223.1806,26,4,0
2243.73,1,1027.3672,85,6,0
1240.35,3,1424.8235,1,13,0
1275.79,3,1060.8262,119,20,0
3110.68,3,1101.9853,87,12,0
2357.92,2,408.1154,7,11,0
2570.86,0,517.4343,37,3,0
449.91,3,1335.2599,75,13,0
68.02,0,715.8228,107,10,0
400.43,2,355.7268,24,18,0
364.95,0,418.5538,59,11,0
1120.86,1,1204.8583,115,13,0
997.62,1,601.6578,20,11,0
5223.84,2,972.4869,39,12,0
287.44,2,996.0675,24,2,0
2001.52,0,1389.8103,58,7,0
704.05,1,62.7249,79,11,0
2577.34,1,1569.6201,74,12,0
2440.1,1,595.2978,5,11,1
3328.38,2,2719.7635,14,6,0
2139.26,3,1182.0749,9,8,0
560.91,2,1856.7248,63,7,0
784.36,0,1103.2334,18,13,0
1431.43,1,656.8021,111,8,0
587.1,3,693.854,117,9,0
562.44,1,1128.1461,117,10,0
1830.2,3,2001.9146,63,3,0
1771.75,0,438.2618,119,8,0
2562.44,1,1422.8717,101,6,0
1425.03,3,424.3306,99,21,0
156.23,0,639.4715,109,10,0
1065.51,2,979.0013,106,17,0
350.51,1,1511.6551,11,6,0
968.96,1,576.4321,77,13,0
593.07,2,2642.4088,43,4,0
1219.07,2,1492.6292,24,9,0
868.46,2,1140.9702,119,10,0
7371.74,2,928.1525,112,14,0
3093.45,1,405.8046,53,5,0
442.34,0,1191.6951,65,12,0
413.61,0,799.9317,5,4,0
928.1,0,1098.1942,34,29,0
265.88,2,1108.0664,66,7,0
3420.14,0,331.1472,24,12,0
525.42,1,587.1297,91,8,0
1533.62,3,422.1916,87,6,0
2139.59,3,1537.1801,29,8,0
4049.03,3,1249.3923,37,6,0
4956.5,0,2630.0651,41,10,0
2833.63,3,1060.2799,54,3,0
2666.41,2,1394.787,112,12,0
121.08,0,1692.399,55,8,0
1242.01,0,1561.0136,32,5,0
872.77,1,1487.8218,75,13,1
2076.61,0,976.7124,38,12,0
691.48,1,901.9965,75,9,0
1732.62,3,407.4892,49,11,1
449.51,0,1238.5636,14,15,0
2272.02,0,450.4086,109,14,0
707.83,0,84.1819,9,13,0
2544.06,2,1141.3331,34,9,0
909.27,0,406.6059,74,13,0
934.25,2,1142.7682,17,9,0
1092.97,0,1299.8153,105,15,0
2624.96,0,846.7552,105,8,0
494.43,3,1785.4797,105,14,0
166.76,2,1488.6602,72,10,0
579.2,0,1955.9714,114,11,0
422.78,1,957.9116,8,17,0
1200.7,2,1094.901,26,3,0
193.11,2,794.0863,67,11,0
971.61,2,896.6481,89,13,0
1824.76,2,846.1043,23,12,0
1570.02,1,1705.9784,59,9,0
532.78,0,1471.2465,28,8,0
720.92,1,1267.8908,73,5,0
182.64,3,842.8283,15,9,0
807.75,3,1236.5995,43,7,0
4246.82,2,2021.5242,85,10,0
904.96,1,2273.32,90,9,0
1331.39,2,639.9093,32,12,1
1098.91,0,1005.4435,22,6,0
458.96,1,1727.6353,81,18,0
163.7,0,243.9733,53,18,0
1495.1,1,1688.8066,16,12,0
2143.99,3,1403.0319,52,14,0
1244.67,3,3535.5668,84,4,0
531.47,2,1343.4288,84,6,0
169.33,3,524.1377,36,8,0
1777.07,2,233.2836,78,3,0
1437.44,1,629.4932,61,13,0
2421.35,1,816.475,116,9,0
945.6,2,769.7054,26,18,0
1109.24,1,1029.2648,85,9,0
104.38,3,452.4833,80,10,0
3278.31,1,800.2827,51,18,0
2026.29,1,529.6604,105,1,0
1877.59,1,908.5372,113,16,1
917.82,2,1560.0294,13,10,1
1925.23,2,1308.3353,43,7,0
4030.83,0,884.9873,33,5,0
421.83,2,446.9256,5,2,0
258.66,1,142.5183,55,4,0
645.0,3,2876.8961,110,11,0
579.83,3,1690.9512,68,7,0
4408.53,0,1189.7684,66,4,0
882.75,2,312.2603,105,14,0
478.78,0,523.9037,89,5,0
931.59,0,1626.1225,106,9,0
980.04,3,1093.2982,119,8,0
1498.65,1,528.9917,44,10,0
999.04,2,1432.399,116,7,0
4283.01,2,1762.583,59,15,0
377.81,1,809.3793,69,11,0
1088.66,0,785.0218,23,7,0
2014.91,1,680.2499,20,10,0
2156.05,1,338.1592,70,10,0
415.84,0,455.82,76,12,0
1155.03,0,1265.1907,26,7,0
1579.22,1,1453.7874,3,9,0
1028.12,2,1725.154,82,16,0
504.81,0,933.3957,110,6,0
1449.93,2,497.28,93,11,1
940.59,1,218.4643,16,10,0
1316.28,3,312.6403,29,12,0
1053.72,3,417.7392,28,12,0
5522.92,0,572.9468,84,11,1
1339.52,1,1217.6661,45,4,0
1200.72,0,1583.0601,26,7,0
679.79,2,1040.5895,38,7,0
1151.97,2,215.8471,21,11,0
1143.51,1,388.632,77,11,0
516.33,0,823.0917,39,13,0
3220.67,1,3045.5125,88,21,0
4445.64,2,3286.8332,61,7,0
448.4,2,835.3421,20,7,0
355.96,1,328.025,77,14,0
1607.71,3,363.5268,81,10,0
1173.84,3,1796.9457,115,8,0
711.93,1,1100.9921,99,9,0
3060.0,0,201.3421,84,12,0
969.03,2,1010.7347,1,14,0
314.31,1,391.3786,50,6,0
439.1,3,544.3332,116,13,0
268.51,1,1117.4752,19,24,0
82.73,0,3394.2856,41,5,0
1184.23,2,1195.3137,119,10,0
754.04,3,701.0641,95,9,0
1282.88,0,639.8614,77,13,0
713.81,2,2790.6035,106,8,0
1791.32,1,763.1834,48,9,0
1413.59,2,117.6789,53,9,1
458.63,0,682.6112,112,6,0
3271.94,2,679.313,112,12,0
1701.34,3,1113.1853,81,10,0
1229.47,3,1559.1803,99,5,0
407.86,3,1106.384,68,4,0
2485.96,3,640.0695,70,12,0
1831.08,3,1027.2494,117,15,0
615.33,1,1016.6606,9,20,0
677.62,0,1934.5903,103,10,0
646.75,0,1241.3509,102,9,0
3259.42,3,4384.0496,116,8,0
484.52,1,1280.9114,57,12,0
817.23,3,759.6175,83,17,0
1875.83,0,451.8074,71,10,0
3022.11,2,2421.7221,68,12,0
2652.83,3,426.3506,45,7,0
3172.19,0,2449.3743,92,7,0
667.27,2,448.756,119,12,0
702.71,3,521.9547,31,8,0
875.92,2,1005.858,17,10,0
977.51,1,807.2016,35,10,0
727.24,0,1698.3265,63,14,0
833.57,1,1013.769,38,14,0
534.33,1,602.6049,42,9,0
1547.15,3,1220.373,8,8,0
1199.95,1,740.1552,112,9,0
876.03,3,826.0075,37,6,0
432.32,1,1918.354,101,17,0
357.82,2,1915.4007,88,8,0
